gene_id	transcript_id(s)	SRX26953675	SRX26953676	SRX26953677	SRX26953678	SRX26953679	SRX26953680	SRX26953681	SRX26953682	SRX26953683	SRX26953684	SRX26953685	SRX26953686
ENSMUSG00000135394	ENSMUST00000329788	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135395	ENSMUST00000329789,ENSMUST00000329790,ENSMUST00000329791	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135397	ENSMUST00000329794	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135398	ENSMUST00000329795,ENSMUST00000329796,ENSMUST00000329797,ENSMUST00000329798,ENSMUST00000329799,ENSMUST00000329800,ENSMUST00000329801,ENSMUST00000329802,ENSMUST00000329803	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	83.00	0.00	10.00
ENSMUSG00000135399	ENSMUST00000329804	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135400	ENSMUST00000329805,ENSMUST00000329806	2.00	2.00	0.00	0.00	0.00	47.00	20.00	0.00	25.00	48.00	22.00	9.00
ENSMUSG00000135401	ENSMUST00000329807	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135402	ENSMUST00000329808	0.00	0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.51	3.52
ENSMUSG00000135404	ENSMUST00000329810	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135405	ENSMUST00000329811	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135406	ENSMUST00000329812	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135407	ENSMUST00000329813,ENSMUST00000329814,ENSMUST00000329815	1.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135408	ENSMUST00000329868,ENSMUST00000329869	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135409	ENSMUST00000329870,ENSMUST00000329871,ENSMUST00000329872,ENSMUST00000329873,ENSMUST00000329874,ENSMUST00000329875,ENSMUST00000329876,ENSMUST00000329877,ENSMUST00000329878,ENSMUST00000329879,ENSMUST00000329880	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135410	ENSMUST00000329915,ENSMUST00000329916,ENSMUST00000329917,ENSMUST00000329918,ENSMUST00000329919	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135411	ENSMUST00000329920	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.67
ENSMUSG00000135412	ENSMUST00000329927,ENSMUST00000329928	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135413	ENSMUST00000329929	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135414	ENSMUST00000329930	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135415	ENSMUST00000329931	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135416	ENSMUST00000329932	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135417	ENSMUST00000329933,ENSMUST00000329934,ENSMUST00000329935,ENSMUST00000329936,ENSMUST00000329937,ENSMUST00000329938,ENSMUST00000329939,ENSMUST00000329940	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSMUSG00000135418	ENSMUST00000329941	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135419	ENSMUST00000329942	0.00	0.00	11.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135420	ENSMUST00000329955	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135421	ENSMUST00000329964	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135422	ENSMUST00000329965,ENSMUST00000329966,ENSMUST00000329967,ENSMUST00000329968	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135423	ENSMUST00000329971	0.00	0.00	0.00	0.00	25.41	11.09	0.00	3.39	0.00	0.00	0.00	0.82
ENSMUSG00000135424	ENSMUST00000330042	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135425	ENSMUST00000330043,ENSMUST00000330044	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135426	ENSMUST00000330045,ENSMUST00000330046,ENSMUST00000330047,ENSMUST00000330048,ENSMUST00000330049,ENSMUST00000330050,ENSMUST00000330051	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135427	ENSMUST00000330055	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSMUSG00000135428	ENSMUST00000330087	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135429	ENSMUST00000330089,ENSMUST00000330090	0.00	1.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	19.00	0.00
ENSMUSG00000135430	ENSMUST00000330091	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135431	ENSMUST00000330092	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135432	ENSMUST00000330093	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135433	ENSMUST00000330097	2.00	0.00	1.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.00
ENSMUSG00000135434	ENSMUST00000330098,ENSMUST00000330099,ENSMUST00000330100	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135435	ENSMUST00000330112,ENSMUST00000330113	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135436	ENSMUST00000330114	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.46	0.00	0.00
ENSMUSG00000135437	ENSMUST00000330115	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135438	ENSMUST00000330116,ENSMUST00000330117,ENSMUST00000330118,ENSMUST00000330119,ENSMUST00000330120,ENSMUST00000330121	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135439	ENSMUST00000330122	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135440	ENSMUST00000330123	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135441	ENSMUST00000330124	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135442	ENSMUST00000330125,ENSMUST00000330126,ENSMUST00000330127,ENSMUST00000330128,ENSMUST00000330129	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135443	ENSMUST00000330130	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135444	ENSMUST00000330158	0.00	0.00	0.00	0.00	4.00	0.00	0.00	2.00	0.00	0.00	0.00	13.00
ENSMUSG00000135445	ENSMUST00000330159	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135446	ENSMUST00000330174	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135447	ENSMUST00000330175	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135448	ENSMUST00000330176	0.00	2.00	0.00	0.00	0.00	15.04	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135449	ENSMUST00000330177	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135450	ENSMUST00000330178,ENSMUST00000330179,ENSMUST00000330180,ENSMUST00000330181	3.39	76.72	37.00	12.63	535.23	420.89	965.22	50.66	576.63	732.05	1267.55	719.51
ENSMUSG00000135451	ENSMUST00000330182	0.00	3.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135452	ENSMUST00000330183,ENSMUST00000330184,ENSMUST00000330185,ENSMUST00000330186	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135453	ENSMUST00000330187,ENSMUST00000330188,ENSMUST00000330189,ENSMUST00000330190,ENSMUST00000330191,ENSMUST00000330192,ENSMUST00000330193,ENSMUST00000330194,ENSMUST00000330195,ENSMUST00000330196,ENSMUST00000330197,ENSMUST00000330198,ENSMUST00000330199,ENSMUST00000330200,ENSMUST00000330201,ENSMUST00000330202	0.00	0.00	9.00	2.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135454	ENSMUST00000330203	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135455	ENSMUST00000330204,ENSMUST00000330205,ENSMUST00000330206,ENSMUST00000330207,ENSMUST00000330208,ENSMUST00000330209,ENSMUST00000330210,ENSMUST00000330211,ENSMUST00000330212,ENSMUST00000330213,ENSMUST00000330214,ENSMUST00000330215,ENSMUST00000330216,ENSMUST00000330217,ENSMUST00000330218,ENSMUST00000330219,ENSMUST00000330220,ENSMUST00000330221,ENSMUST00000330222,ENSMUST00000330223,ENSMUST00000330224,ENSMUST00000330225,ENSMUST00000330226,ENSMUST00000330227,ENSMUST00000330228,ENSMUST00000330229,ENSMUST00000330230,ENSMUST00000330231,ENSMUST00000330232,ENSMUST00000330233,ENSMUST00000330234,ENSMUST00000330235,ENSMUST00000330236,ENSMUST00000330237,ENSMUST00000330238,ENSMUST00000330239,ENSMUST00000330240,ENSMUST00000330241,ENSMUST00000330242,ENSMUST00000330243,ENSMUST00000330244,ENSMUST00000330245,ENSMUST00000330246,ENSMUST00000330247,ENSMUST00000330248,ENSMUST00000330249,ENSMUST00000330250	0.00	4.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135456	ENSMUST00000330259	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135457	ENSMUST00000330260	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135458	ENSMUST00000330275,ENSMUST00000330277,ENSMUST00000330279,ENSMUST00000330281,ENSMUST00000330282	7.00	14.00	11.00	14.00	81.00	61.00	30.00	47.00	62.00	73.00	51.00	38.00
ENSMUSG00000135459	ENSMUST00000330296,ENSMUST00000330297	0.00	2.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135460	ENSMUST00000330298	9.00	4.00	4.00	2.00	21.00	0.00	0.00	0.00	0.00	0.00	25.00	4.00
ENSMUSG00000135461	ENSMUST00000330299,ENSMUST00000330300,ENSMUST00000330301,ENSMUST00000330302,ENSMUST00000330303,ENSMUST00000330304,ENSMUST00000330305,ENSMUST00000330306,ENSMUST00000330307	2.34	42.79	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00
ENSMUSG00000135463	ENSMUST00000330310	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135464	ENSMUST00000330311	7.76	25.89	65.56	30.14	106.92	501.10	444.65	72.55	15.16	6.10	45.92	33.03
ENSMUSG00000135465	ENSMUST00000330312,ENSMUST00000330313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135466	ENSMUST00000330314	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135467	ENSMUST00000330315,ENSMUST00000330316,ENSMUST00000330317,ENSMUST00000330318,ENSMUST00000330319	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135468	ENSMUST00000330320,ENSMUST00000330321	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135469	ENSMUST00000330322	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135470	ENSMUST00000330331	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135471	ENSMUST00000330332	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135472	ENSMUST00000330333	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135473	ENSMUST00000330335	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135474	ENSMUST00000330336	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135475	ENSMUST00000330337	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135476	ENSMUST00000330338	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135477	ENSMUST00000330340,ENSMUST00000330341,ENSMUST00000330342,ENSMUST00000330343,ENSMUST00000330344,ENSMUST00000330345,ENSMUST00000330346,ENSMUST00000330347,ENSMUST00000330348,ENSMUST00000330349,ENSMUST00000330350,ENSMUST00000330351,ENSMUST00000330352,ENSMUST00000330353,ENSMUST00000330354,ENSMUST00000330355,ENSMUST00000330356,ENSMUST00000330357,ENSMUST00000330358,ENSMUST00000330359,ENSMUST00000330360,ENSMUST00000330361,ENSMUST00000330362,ENSMUST00000330363,ENSMUST00000330364,ENSMUST00000330365,ENSMUST00000330366,ENSMUST00000330367,ENSMUST00000330368,ENSMUST00000330369,ENSMUST00000330370	0.00	1.00	0.00	2.00	3.00	0.00	0.00	2.00	1.00	1.00	1.01	2.00
ENSMUSG00000135478	ENSMUST00000330371	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135479	ENSMUST00000330372	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135480	ENSMUST00000330373,ENSMUST00000330374,ENSMUST00000330375	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135481	ENSMUST00000330376	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135482	ENSMUST00000330377	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135483	ENSMUST00000330388,ENSMUST00000330389,ENSMUST00000330390,ENSMUST00000330391,ENSMUST00000330392,ENSMUST00000330393,ENSMUST00000330394,ENSMUST00000330395,ENSMUST00000330396,ENSMUST00000330397,ENSMUST00000330398,ENSMUST00000330399	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135484	ENSMUST00000330400	2.00	14.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135485	ENSMUST00000330401	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135486	ENSMUST00000330402,ENSMUST00000330403,ENSMUST00000330404,ENSMUST00000330405,ENSMUST00000330406	4.18	10.88	14.68	17.07	30.27	0.00	0.00	1.40	0.00	2.80	1.20	4.00
ENSMUSG00000135487	ENSMUST00000330407	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	58.00	22.00	6.00
ENSMUSG00000135488	ENSMUST00000330408,ENSMUST00000330409	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135489	ENSMUST00000330410,ENSMUST00000330411,ENSMUST00000330412,ENSMUST00000330413,ENSMUST00000330414,ENSMUST00000330415,ENSMUST00000330416,ENSMUST00000330417,ENSMUST00000330418,ENSMUST00000330419,ENSMUST00000330420,ENSMUST00000330421,ENSMUST00000330422,ENSMUST00000330423,ENSMUST00000330424	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135490	ENSMUST00000330425	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135491	ENSMUST00000330459,ENSMUST00000330460	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135492	ENSMUST00000330461	14.00	7.00	6.00	8.00	154.00	0.00	0.00	12.00	0.00	2.00	19.00	0.00
ENSMUSG00000135493	ENSMUST00000330462,ENSMUST00000330463,ENSMUST00000330464,ENSMUST00000330465	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135495	ENSMUST00000330467	33.00	14.00	9.00	14.00	1.00	343.00	0.00	0.00	0.00	2.00	13.00	0.00
ENSMUSG00000135496	ENSMUST00000330468,ENSMUST00000330469	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135497	ENSMUST00000330477	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00
ENSMUSG00000135498	ENSMUST00000330478	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135499	ENSMUST00000330479,ENSMUST00000330480,ENSMUST00000330481	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135500	ENSMUST00000330482,ENSMUST00000330483,ENSMUST00000330484,ENSMUST00000330485,ENSMUST00000330486,ENSMUST00000330487,ENSMUST00000330488,ENSMUST00000330489,ENSMUST00000330490	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135501	ENSMUST00000330491,ENSMUST00000330492,ENSMUST00000330493,ENSMUST00000330494,ENSMUST00000330495	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSMUSG00000135502	ENSMUST00000330496	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135504	ENSMUST00000330534,ENSMUST00000330535,ENSMUST00000330536,ENSMUST00000330537,ENSMUST00000330538,ENSMUST00000330539,ENSMUST00000330540,ENSMUST00000330541,ENSMUST00000330542,ENSMUST00000330543,ENSMUST00000330544,ENSMUST00000330545,ENSMUST00000330546,ENSMUST00000330547,ENSMUST00000330548,ENSMUST00000330549,ENSMUST00000330550,ENSMUST00000330551,ENSMUST00000330552,ENSMUST00000330553,ENSMUST00000330554,ENSMUST00000330555,ENSMUST00000330556,ENSMUST00000330557,ENSMUST00000330558,ENSMUST00000330559,ENSMUST00000330560,ENSMUST00000330561,ENSMUST00000330562	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135505	ENSMUST00000330563	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135506	ENSMUST00000330564	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135507	ENSMUST00000330565	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135508	ENSMUST00000330566	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135509	ENSMUST00000330567,ENSMUST00000330568	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135510	ENSMUST00000330569	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135511	ENSMUST00000330570	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135512	ENSMUST00000330571,ENSMUST00000330572	7.00	82.00	32.00	38.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	381.00
ENSMUSG00000135513	ENSMUST00000330573	0.11	14.00	8.33	3.00	8.00	27.97	3.10	23.00	30.00	95.82	18.87	53.00
ENSMUSG00000135514	ENSMUST00000330574	3.00	2.00	0.00	0.00	4.00	4.00	5.00	6.00	0.00	0.00	0.00	0.00
ENSMUSG00000135515	ENSMUST00000330575,ENSMUST00000330576,ENSMUST00000330577,ENSMUST00000330578,ENSMUST00000330579,ENSMUST00000330580,ENSMUST00000330581,ENSMUST00000330582,ENSMUST00000330583,ENSMUST00000330584,ENSMUST00000330585,ENSMUST00000330586,ENSMUST00000330587,ENSMUST00000330588,ENSMUST00000330589,ENSMUST00000330590,ENSMUST00000330591,ENSMUST00000330592,ENSMUST00000330593,ENSMUST00000330594,ENSMUST00000330595,ENSMUST00000330596,ENSMUST00000330597,ENSMUST00000330598,ENSMUST00000330599,ENSMUST00000330600,ENSMUST00000330601,ENSMUST00000330602,ENSMUST00000330603,ENSMUST00000330604,ENSMUST00000330605	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135516	ENSMUST00000330606	3.04	5.03	0.00	1.01	0.00	0.00	13.13	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135518	ENSMUST00000330608	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135519	ENSMUST00000330609	3.00	10.00	1.00	1.00	3.00	1.00	3.00	7.00	0.00	0.00	0.00	14.00
ENSMUSG00000135520	ENSMUST00000330610,ENSMUST00000330611,ENSMUST00000330612,ENSMUST00000330613,ENSMUST00000330614,ENSMUST00000330615,ENSMUST00000330616,ENSMUST00000330617	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135521	ENSMUST00000330618,ENSMUST00000330619	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135522	ENSMUST00000330620	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135523	ENSMUST00000330621,ENSMUST00000330622,ENSMUST00000330623	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135524	ENSMUST00000330628	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135525	ENSMUST00000330629	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135526	ENSMUST00000330635	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135527	ENSMUST00000330636,ENSMUST00000330637	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135528	ENSMUST00000330638,ENSMUST00000330639,ENSMUST00000330640,ENSMUST00000330641,ENSMUST00000330642	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135529	ENSMUST00000330643	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135530	ENSMUST00000330644,ENSMUST00000330645,ENSMUST00000330646,ENSMUST00000330647	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135531	ENSMUST00000330648	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135532	ENSMUST00000330649	13.00	12.01	19.01	17.01	65.04	59.06	20.02	73.07	16.01	16.02	22.02	8.01
ENSMUSG00000135533	ENSMUST00000330650,ENSMUST00000330651,ENSMUST00000330652,ENSMUST00000330653,ENSMUST00000330654,ENSMUST00000330655,ENSMUST00000330656,ENSMUST00000330657,ENSMUST00000330658,ENSMUST00000330659,ENSMUST00000330660,ENSMUST00000330661,ENSMUST00000330662	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135534	ENSMUST00000330663,ENSMUST00000330664,ENSMUST00000330665,ENSMUST00000330666,ENSMUST00000330667,ENSMUST00000330668	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135535	ENSMUST00000330728	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135536	ENSMUST00000330729,ENSMUST00000330730	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135537	ENSMUST00000330731	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135538	ENSMUST00000330732,ENSMUST00000330733,ENSMUST00000330734,ENSMUST00000330735,ENSMUST00000330736	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135539	ENSMUST00000330737	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135540	ENSMUST00000330738,ENSMUST00000330739,ENSMUST00000330740	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135541	ENSMUST00000330760,ENSMUST00000330761,ENSMUST00000330762	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135542	ENSMUST00000330763	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000135543	ENSMUST00000330764,ENSMUST00000330765,ENSMUST00000330766	2.00	0.00	6.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	9.00
